Gene	aver_adj_r_sq	max_adj_r_sq	mean_cor	cor_value	cor_pvalue	cor_padj_BH
ENSG00000270906.1	0.484410292298184	0.565896424794297	0.296269259613067	-0.792787225796256	0.00622818393213139	0.00821426692479364
ENSG00000268836.1	0.483856807630123	0.547556649096345	0.294490170469675	-0.737326042916108	0.0149543603631318	0.0182822168851629
ENSG00000234080.3	0.481035708965813	0.586800235665115	0.241699240156556	-0.729754150231254	0.0165870329354739	0.0201187389074409
ENSG00000279307.2	0.441690207325097	0.49192822241461	0.199798803656566	-0.785598360001902	0.00707213952855436	0.00922571160275619
ENSG00000261594.4	0.431941707451051	0.49476509610614	0.266569323276511	-0.793714195708953	0.00612484350145587	0.00809525616113087
ENSG00000267523.1	0.427848314946694	0.624598206176978	0.302591132745797	-0.862138703405103	0.0013336113944894	0.00212775738114542
ENSG00000249780.1	0.402415275697837	0.447007741902422	0.241816207000758	-0.921270612588594	0.000152718988378008	0.000380375082173336
ENSG00000226038.5	0.388746541230637	0.47353158210223	0.131043623348358	-0.52803180753951	0.116684194487208	0.125816886546566
ENSG00000274383.1	0.370031531477081	0.552441028573771	0.242573050230251	-0.617785535215416	0.0569927752474988	0.063835793772465
ENSG00000253605.1	0.358644985102625	0.544361040707902	0.360677281267272	-0.669185768012593	0.0343288695932772	0.03958913471708
ENSG00000137225.13	0.329310249520262	0.399327252003425	0.12346891426861	-0.783059651513396	0.00738863735573411	0.00960289678125645
ENSG00000139914.7	0.324504291537295	0.426294722967777	0.076997373247749	-0.647367130468876	0.0430176523039152	0.0489134076272999
ENSG00000240409.1	0.299508929324742	0.425639112902821	0.17525496734081	-0.882878902229662	0.000713076416327012	0.00126158731075108
ENSG00000237080.3	0.293790980983611	0.359036303126349	0.13646565164971	0.360200183660353	0.30658001660155	0.31841477429544
ENSG00000230084.8	0.292895012110701	0.30636286515389	0.51214562582288	-0.843293380692323	0.0021738584781407	0.00324319986544616
ENSG00000198886.2	0.289193210478956	0.319148040610171	0.403529934647513	-0.937661881360442	6.1253196879885e-05	0.000196278399422036
ENSG00000249119.1	0.28632424608191	0.326906983540428	0.225100112347543	-0.81132969692061	0.00438451538887883	0.00600286023121898
ENSG00000198899.2	0.284397982851828	0.316779809872691	0.401222821659576	-0.976827769381514	1.22665258697761e-06	2.12938222264524e-05
ENSG00000146414.17	0.283591884484763	0.303271008007692	0.494914948173952	-0.91319003162682	0.00022350200157459	0.000505477507698203
ENSG00000198763.3	0.275738520005439	0.299820623283773	0.377351688488454	-0.979790376070178	7.12261512790371e-07	1.62358829118496e-05
ENSG00000135913.11	0.273527900013675	0.284884356298936	0.47372383881327	-0.953290010714273	1.96817395013975e-05	9.33665931469306e-05
ENSG00000178502.6	0.273321023839065	0.295963233427924	0.485203625404605	-0.974928403150973	1.6771793581114e-06	2.41566329329918e-05
ENSG00000198146.4	0.271107990369386	0.287819786188518	0.475641524378852	-0.921124941401824	0.000153824730056459	0.00038229678445879
ENSG00000156875.14	0.268829398419626	0.287431172269439	0.482386091173585	-0.952957499004836	2.02399626150535e-05	9.50223020658394e-05
ENSG00000106803.10	0.266199238921321	0.2841951227344	0.466451929348094	-0.916275183892651	0.000194124056094964	0.000454166771747096
ENSG00000077312.9	0.266018816897993	0.287852038120599	0.455257266823429	-0.876044467030618	0.000887020513103072	0.00151183106656079
ENSG00000279759.1	0.263872947668866	0.280635544978622	0.456985179520078	-0.893834878921728	0.000488062163160488	0.000928807251092562
ENSG00000198888.2	0.263646195369412	0.28528322232743	0.382848435526447	-0.935146600976458	7.15324193109484e-05	0.00021814986525052
