id	filename	md5	size	state
4150247a-8eab-4c22-90a1-85f32993cc3a	0cdec5c8-c9c8-4fdf-99ad-b8ba502373cf.wxs.MuTect2.aliquot.maf.gz	18b998360a0657f2300b2790389f4e09	1735906	released
ddf6803a-22fb-4e9c-9c3e-5c52532dcf05	9aa8cc9c-d082-4dfa-9004-17748d058582.wxs.MuTect2.aliquot.maf.gz	9ae2f4baa879db480c56dd2b92083658	1793335	released
597ae5a7-334e-48ab-8ac6-ffcb07b24b58	16ac89af-f7de-4e93-9fb5-84529d8d55ab.wxs.MuTect2.aliquot.maf.gz	96c9abc76c3481606434a03fb4fd5959	1699710	released
60d7f1c6-050b-48f7-9aba-baf58d39ffcc	9114f018-bc5c-4cbe-9193-9bde9ca4786f.wxs.MuTect2.aliquot.maf.gz	02d7fcb67d54b413fec67debd5b5e402	1452942	released
04c3d902-ad86-4ed3-bd8b-0a74acfb27b0	b6674bd7-a02c-4791-ab4b-a6a0b82a31db.wxs.MuTect2.aliquot.maf.gz	b6bd1ba42dfd1b959e175528e62ca816	4504576	released
738d216b-c944-4c36-bedd-abbaf7c03d97	5affcbf9-3b6f-486c-ba8c-9529580f287e.wxs.MuTect2.aliquot.maf.gz	39f3c9eb713ba799002f845793e4b274	1980237	released
93155316-bcc3-4167-850f-6333262dd474	d314588f-27b0-4cc9-a2d0-aeaafdb9ab9e.wxs.MuTect2.aliquot.maf.gz	9abba6f8b4b9a74554ad0844963c7ac8	1574039	released
f5178b38-4a0b-4ce4-93e7-b3ad51353d6f	f510f8f3-4973-486a-ab38-3c6348134cdd.wxs.MuTect2.aliquot.maf.gz	f9085e608af458846bb02b0e8cfe0630	1100237	released
9f0311a6-5f5e-4471-882e-1e1c0c7bfd99	1df11ade-dc2b-4c3b-b2f2-537ee1bdf19c.wxs.MuTect2.aliquot.maf.gz	7cd10b78e7cb64a62673efaaf5a8e064	1843895	released
c2698687-3391-49a9-accd-52a0705946d4	e4a9b59c-938b-440a-bf82-8104ffa2f005.wxs.MuTect2.aliquot.maf.gz	bbcce5d0e4cc59b0144be25f582181ba	1382684	released
a7938504-27b1-482f-844f-93b7e760f889	5ced0edd-2b5a-476f-b109-f5c9d7bbd947.wxs.MuTect2.aliquot.maf.gz	2f3e8d74f2ad6c2a1b059afa261d5228	1646248	released
b80ba0c5-c506-4e19-80d7-206d16eb41b2	be20b040-b197-44c8-8aec-6c0832502301.wxs.MuTect2.aliquot.maf.gz	c0c74a65b647f3d8b88a88efa7bcf5af	1634751	released
57a994cd-263f-487f-85c4-5d6f59afa0f3	5aedd8a8-6447-4d1e-a5a9-f22d98fb3db6.wxs.MuTect2.aliquot.maf.gz	10782672c6dae860f2f6fee6998e4ac3	2515763	released
