file_name	ENST00000670009:1	ENST00000664214:1	ENST00000692980:1	ENST00000658840:1	ENST00000517838:6	ENST00000665372:1	ENST00000665737:1	ENST00000658305:1	ENST00000690350:1	ENST00000667305:1	ENST00000667714:1	ENST00000657289:1	ENST00000668098:1	ENST00000671092:1	ENST00000667630:1	ENST00000520913:2	ENST00000666147:1	ENST00000656999:1	ENST00000662766:1	condition	pam50_subtype
9fb65d01-d51d-4cbb-99f3-a09f5d6c206b	110.527489	21.546988	0	21.59547	6.096416	0	38.324802	0	0	28.800657	8.447875	0	0	14.486015	12.224666	0	0	0	8.434201	Tumor	Her2
a068f661-e689-4e30-9572-3103039981aa	0	51.416194	0	57.381902	17.745061	0	31.163728	18.473438	0	0	0	28.738315	0	23.768777	31.018468	0	0	19.553406	0	Tumor	LumA
a0707dab-b8bd-4a57-a890-69a3f4daacf6	173.976959	56.064069	0	10.30185	0	0	0	19.762952	0	0	6.310779	21.333268	0	20.516994	8.966375	0	0	4.14576	5.783173	Tumor	Basal
a0ea30b4-a6e0-4f46-a0ee-5d552c8b6d68	145.345346	33.778058	19.760062	25.797142	63.806672	0	0	0	19.628257	0	0	71.84953	0	23.483529	14.379061	0	40.714731	6.424367	0	Tumor	Basal
a12e5c24-f0ea-4770-9888-20e1c562e436	60.334151	65.319766	0	43.342491	52.383526	0	23.984708	0	0	59.508538	0	0	0	14.329298	19.975635	0	46.281559	25.931638	31.748021	Tumor	LumB
a17d056c-59ee-4c93-9357-19d57f108144	329.086856	0	0	38.667787	20.899881	0	64.939921	0	0	0	23.552395	29.828231	0	55.229841	39.979932	0	0	15.536514	0	Tumor	LumA
a29c8616-0f82-4515-870e-68887a628c92	0	0	0	25.117704	27.04011	0	29.485524	2.928146	0	0	0	13.566349	0	7.025395	4.08606	0	0	4.90202	19.771645	Tumor	Basal
a2a798c5-3b1e-4192-8c6a-8c627cd0879e	90.867551	19.057217	0	42.977794	39.227935	0	13.838831	0	0	13.205421	25.71358	0	5.956445	20.745657	21.499064	0	10.320788	4.44429	16.256478	Tumor	LumB
a2b214c2-a5d4-4ce6-b505-e1438027236d	0	0	0	76.09277	29.383	0	6.693364	0	0	25.829004	33.203453	20.324082	0	27.516395	29.399117	0	27.124624	9.566756	0	Tumor	LumA
a31cd337-8f1a-451d-9b90-b722590d3105	0	55.277212	0	21.548493	15.078386	0	39.749411	10.92407	6.940107	23.756039	23.54681	0	0	14.639641	4.330917	0	0	0	0	Tumor	LumB
a32190c5-a193-4e90-ac98-38a600bb10f0	165.016023	182.426364	0	22.919385	0	0	0	0	0	0	22.135481	77.687887	0	28.78318	17.918727	35.222952	41.111061	14.447701	0	Tumor	LumA
a3595c7e-948b-4d93-a623-477d7af84e15	134.737629	117.289035	0	58.931067	30.73778	0	0	0	0	40.61535	0	28.488605	0	17.573152	29.022509	9.475494	0	16.375101	0	Tumor	LumB
a3624554-07c8-41d7-9b6b-f4cbf9de9301	0	35.155226	0	87.632372	53.287273	0	0	0	1.935046	0	0	0	40.885917	13.82364	13.161017	0	0	17.99246	3.846393	Tumor	LumA
a37d7ef3-0840-4114-acec-ce9e29bb54e9	110.272493	30.232528	0	91.03738	0	0	30.918029	0	11.327747	0	46.453595	64.562229	0	35.483385	50.156809	0	41.353409	13.359167	47.898669	Tumor	LumB
a455069c-8869-4af8-949c-edfee0a05f51	187.844154	21.573164	5.248027	0	9.379369	0	0	0	0	0	7.907113	23.792128	0	1.129284	5.859637	0	0	0	10.651262	Tumor	Basal
a5e348aa-d0fd-40fb-a171-b51a36e53612	129.598437	10.872937	3.718934	63.428453	25.630026	0	0	14.140152	0	33.431594	22.406644	0	0	21.691235	19.821282	26.941067	0	4.212737	5.042623	Tumor	LumA
a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8	69.966418	78.692633	0	16.620753	14.653051	0	0	0	0	34.225867	0	0	0	0	5.141201	44.933978	0	5.418013	0	Tumor	Her2
a615ef14-a590-45b2-91c9-74a3cae19619	0	42.211518	0	71.176926	0	0	0	0	5.256995	0	0	0	0	7.684065	5.016968	0	0	5.324926	0	Tumor	LumA
a740aa2d-a410-443f-99f4-3a123deb2f41	526.711614	23.967581	4.37291	69.332426	0	0	25.306488	9.05982	0	47.082848	50.069201	0	0	42.183598	35.893366	18.232572	0	10.271426	13.595559	Tumor	LumA
a7428d3b-f84b-4c2f-a996-14a11af6b6df	42.847504	15.593201	0	5.759176	0	0	0	0	0	0	0	0	12.397076	11.152132	12.323308	0	0	1.278389	23.138104	Tumor	Basal
a78e7939-a1ea-4b9d-ae55-3c1dc985bbd8	0	309.087214	7.60685	250.677395	228.463539	0	0	0	17.796952	0	0	0	132.128853	52.188787	53.480072	61.232797	90.03441	35.525122	0	Tumor	LumB
